ensayo_id,lote_id,fecha,mes,sku,producto,linea,proteina_declarada_g,proteina_medida_g,cumple_proteina,humedad_pct,aerobios_ufc_g,metales_pesados_ppm,metodo,resultado
EN-00505,L202606-01304,2026-06-21,2026-06,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,25.0,26.4,True,4.92,398,0.022,Microbiología,Aprobado
EN-00506,L202510-00654,2025-10-14,2025-10,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,24.0,24.7,True,2.87,555,0.011,NIR (analizador infrarrojo),Aprobado
EN-00507,L202606-01372,2026-06-06,2026-06,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),23.3,23.2,True,3.79,431,0.016,Microbiología,Aprobado
EN-00508,L202604-01168,2026-04-10,2026-04,BIP-CLA-3CC,BiPro Classic Cookies 3 lb,Polvos & Envasado,23.2,23.6,True,3.08,1377,0.0,NIR (analizador infrarrojo),Aprobado
EN-00509,L202607-01401,2026-07-10,2026-07,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,25.1,25.0,True,2.79,218,0.003,NIR (analizador infrarrojo),Aprobado
EN-00510,L202602-00993,2026-02-24,2026-02,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,23.8,23.5,True,3.91,876,0.018,NIR (analizador infrarrojo),Aprobado
EN-00511,L202603-01134,2026-03-10,2026-03,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),22.1,22.0,True,2.36,686,0.068,NIR (analizador infrarrojo),Aprobado
EN-00512,L202504-00225,2025-04-10,2025-04,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.7,24.8,True,2.98,3635,0.008,NIR (analizador infrarrojo),Aprobado
EN-00513,L202505-00337,2025-05-06,2025-05,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),26.6,25.7,True,3.64,266,0.25,NIR (analizador infrarrojo),Aprobado
EN-00514,L202504-00233,2025-04-14,2025-04,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.7,25.3,True,4.55,457,0.151,Microbiología,Aprobado
EN-00515,L202510-00674,2025-10-07,2025-10,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.3,21.2,True,4.28,67,0.155,NIR (analizador infrarrojo),Aprobado
EN-00516,L202511-00732,2025-11-23,2025-11,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.9,24.9,True,3.94,1745,0.112,NIR (analizador infrarrojo),Aprobado
EN-00517,L202507-00469,2025-07-20,2025-07,MEG-SOY,Mega Soy,Polvos & Envasado,25.1,25.2,True,4.74,983,0.25,NIR (analizador infrarrojo),Rechazado
EN-00518,L202512-00852,2025-12-10,2025-12,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.1,27.3,True,3.45,760,0.026,Absorción atómica,Aprobado
EN-00519,L202510-00675,2025-10-15,2025-10,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,22.9,23.4,True,2.59,1595,0.029,NIR (analizador infrarrojo),Aprobado
EN-00520,L202503-00206,2025-03-26,2025-03,STK-COL,Collagen Stack 585 g,Polvos & Envasado,25.5,25.3,True,2.86,437,0.086,NIR (analizador infrarrojo),Aprobado
EN-00521,L202501-00004,2025-01-23,2025-01,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.6,26.2,True,2.29,3648,0.041,Microbiología,Cuarentena
EN-00522,L202511-00784,2025-11-15,2025-11,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),26.1,25.8,True,4.12,1212,0.083,NIR (analizador infrarrojo),Aprobado
EN-00523,L202603-01082,2026-03-15,2026-03,BIP-CLA-3CC,BiPro Classic Cookies 3 lb,Polvos & Envasado,26.2,27.6,True,2.37,461,0.036,Kjeldahl,Aprobado
EN-00524,L202601-00954,2026-01-02,2026-01,RAD-ENX,Energy X,Polvos & Envasado,23.5,23.9,True,4.51,336,0.001,NIR (analizador infrarrojo),Aprobado
EN-00525,L202607-01420,2026-07-18,2026-07,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.2,23.5,True,5.04,389,0.091,Kjeldahl,Aprobado
EN-00526,L202512-00873,2025-12-18,2025-12,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),24.8,24.1,True,3.16,363,0.319,NIR (analizador infrarrojo),Aprobado
EN-00527,L202601-00906,2026-01-23,2026-01,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,22.3,22.3,True,3.66,112,0.129,NIR (analizador infrarrojo),Aprobado
EN-00528,L202605-01276,2026-05-18,2026-05,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),23.7,22.7,True,4.56,2266,0.011,Absorción atómica,Aprobado
EN-00529,L202511-00757,2025-11-16,2025-11,MEG-GAI-64,Gainz Vainilla 6.4 lb,Polvos & Envasado,25.8,25.9,True,2.83,774,0.144,NIR (analizador infrarrojo),Aprobado
EN-00530,L202608-01540,2026-08-26,2026-08,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),26.6,27.8,True,3.04,1309,0.141,Kjeldahl,Aprobado
EN-00531,L202509-00604,2025-09-23,2025-09,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,25.7,28.0,True,3.06,1126,0.273,Microbiología,Aprobado
EN-00532,L202510-00657,2025-10-05,2025-10,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,25.5,25.9,True,4.21,3494,0.067,Kjeldahl,Aprobado
EN-00533,L202601-00978,2026-01-22,2026-01,STK-GLU,Gluta Stack,Polvos & Envasado,25.5,24.5,True,3.69,1070,0.254,Kjeldahl,Aprobado
EN-00534,L202512-00846,2025-12-09,2025-12,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,25.4,26.0,True,5.81,872,0.072,NIR (analizador infrarrojo),Aprobado
EN-00535,L202503-00158,2025-03-21,2025-03,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,25.4,26.4,True,4.61,990,0.019,NIR (analizador infrarrojo),Aprobado
EN-00536,L202510-00714,2025-10-08,2025-10,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,24.4,24.7,True,2.96,47,0.046,NIR (analizador infrarrojo),Aprobado
EN-00537,L202507-00463,2025-07-19,2025-07,MEG-GAI-64,Gainz Vainilla 6.4 lb,Polvos & Envasado,26.4,27.7,True,3.82,2103,0.085,NIR (analizador infrarrojo),Aprobado
EN-00538,L202503-00161,2025-03-09,2025-03,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.8,27.6,True,1.74,316,0.075,Kjeldahl,Aprobado
EN-00539,L202505-00306,2025-05-02,2025-05,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,26.5,27.7,True,4.46,2211,0.116,Absorción atómica,Aprobado
EN-00540,L202506-00396,2025-06-06,2025-06,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,24.9,24.5,True,4.19,181,0.06,Kjeldahl,Aprobado
EN-00541,L202506-00400,2025-06-10,2025-06,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.4,22.8,True,2.88,558,0.004,Kjeldahl,Aprobado
EN-00542,L202606-01360,2026-06-08,2026-06,RAD-ENX,Energy X,Polvos & Envasado,25.5,25.4,True,5.27,508,0.029,NIR (analizador infrarrojo),Aprobado
EN-00543,L202607-01459,2026-07-20,2026-07,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),23.1,23.2,True,3.62,2321,0.01,NIR (analizador infrarrojo),Aprobado
EN-00544,L202605-01250,2026-05-24,2026-05,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,25.7,24.7,True,4.11,183,0.147,NIR (analizador infrarrojo),Aprobado
EN-00545,L202606-01294,2026-06-12,2026-06,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,24.8,26.0,True,3.43,336,0.121,NIR (analizador infrarrojo),Aprobado
EN-00546,L202509-00587,2025-09-09,2025-09,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,23.9,24.4,True,1.8,430,0.022,Kjeldahl,Aprobado
EN-00547,L202511-00801,2025-11-03,2025-11,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,22.7,23.0,True,4.85,1438,0.065,NIR (analizador infrarrojo),Aprobado
EN-00548,L202501-00063,2025-01-09,2025-01,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.3,25.3,True,2.4,1070,0.0,Kjeldahl,Aprobado
EN-00549,L202607-01414,2026-07-25,2026-07,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.3,23.7,True,3.15,1895,0.008,NIR (analizador infrarrojo),Aprobado
EN-00550,L202507-00458,2025-07-02,2025-07,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,22.5,22.8,True,3.28,930,0.222,NIR (analizador infrarrojo),Aprobado
EN-00551,L202512-00869,2025-12-09,2025-12,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,26.5,27.4,True,4.37,169,0.189,NIR (analizador infrarrojo),Aprobado
EN-00552,L202507-00479,2025-07-24,2025-07,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,26.7,26.7,True,4.41,827,0.051,NIR (analizador infrarrojo),Cuarentena
EN-00553,L202511-00748,2025-11-02,2025-11,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,24.9,23.4,False,4.09,715,0.167,Absorción atómica,Aprobado
EN-00554,L202604-01157,2026-04-14,2026-04,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,23.8,25.2,True,2.77,2520,0.108,NIR (analizador infrarrojo),Aprobado
EN-00555,L202607-01429,2026-07-26,2026-07,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.7,23.5,True,3.74,912,0.279,NIR (analizador infrarrojo),Aprobado
EN-00556,L202510-00653,2025-10-12,2025-10,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.4,26.2,True,4.3,853,0.044,Microbiología,Aprobado
EN-00557,L202604-01170,2026-04-21,2026-04,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.4,23.5,True,3.47,342,0.031,Kjeldahl,Aprobado
EN-00558,L202607-01393,2026-07-16,2026-07,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,24.9,27.0,True,3.17,1112,0.048,Kjeldahl,Aprobado
EN-00559,L202505-00348,2025-05-27,2025-05,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.0,25.5,True,3.74,218,0.251,Kjeldahl,Aprobado
EN-00560,L202507-00447,2025-07-24,2025-07,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.6,22.9,True,3.96,177,0.003,NIR (analizador infrarrojo),Aprobado
EN-00561,L202606-01382,2026-06-14,2026-06,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,22.5,23.4,True,3.43,155,0.136,NIR (analizador infrarrojo),Aprobado
EN-00562,L202506-00380,2025-06-24,2025-06,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,23.1,24.1,True,5.27,346,0.042,Kjeldahl,Aprobado
EN-00563,L202606-01337,2026-06-03,2026-06,MER-BAC,Nutramerican Backpack,Maquila externa,24.2,25.1,True,3.24,1983,0.004,NIR (analizador infrarrojo),Aprobado
EN-00564,L202604-01195,2026-04-27,2026-04,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,25.6,26.5,True,3.76,82,0.021,Kjeldahl,Aprobado
EN-00565,L202508-00573,2025-08-05,2025-08,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,22.3,22.4,True,2.73,626,0.237,Absorción atómica,Aprobado
EN-00566,L202504-00232,2025-04-10,2025-04,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.8,27.7,True,3.16,132,0.044,NIR (analizador infrarrojo),Aprobado
EN-00567,L202506-00383,2025-06-24,2025-06,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,24.9,24.2,True,4.77,337,0.072,NIR (analizador infrarrojo),Aprobado
EN-00568,L202510-00716,2025-10-06,2025-10,STK-COL,Collagen Stack 585 g,Polvos & Envasado,23.8,24.5,True,3.9,179,0.057,Kjeldahl,Aprobado
EN-00569,L202501-00073,2025-01-05,2025-01,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,22.2,21.7,True,3.74,403,0.047,NIR (analizador infrarrojo),Aprobado
EN-00570,L202501-00071,2025-01-10,2025-01,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.6,24.2,True,3.04,1249,0.025,Kjeldahl,Aprobado
EN-00571,L202510-00718,2025-10-09,2025-10,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,25.6,25.5,True,2.94,1670,0.07,NIR (analizador infrarrojo),Aprobado
EN-00572,L202509-00618,2025-09-18,2025-09,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,22.0,23.0,True,3.55,511,0.022,NIR (analizador infrarrojo),Aprobado
EN-00573,L202503-00172,2025-03-15,2025-03,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,26.9,27.9,True,4.76,747,0.052,Kjeldahl,Aprobado
EN-00574,L202503-00169,2025-03-11,2025-03,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.6,24.4,True,4.39,350,0.065,NIR (analizador infrarrojo),Aprobado
EN-00575,L202507-00494,2025-07-13,2025-07,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,26.7,27.0,True,3.98,274,0.142,NIR (analizador infrarrojo),Aprobado
EN-00576,L202509-00620,2025-09-02,2025-09,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.1,23.8,True,3.42,2753,0.02,NIR (analizador infrarrojo),Aprobado
EN-00577,L202510-00721,2025-10-14,2025-10,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,24.5,24.7,True,3.94,160,0.038,Kjeldahl,Aprobado
EN-00578,L202504-00273,2025-04-04,2025-04,STK-COL,Collagen Stack 585 g,Polvos & Envasado,23.7,25.3,True,3.27,625,0.199,Microbiología,Aprobado
EN-00579,L202602-00981,2026-02-01,2026-02,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,23.7,23.1,True,3.78,1003,0.158,Kjeldahl,Aprobado
EN-00580,L202506-00421,2025-06-04,2025-06,STK-COL,Collagen Stack 585 g,Polvos & Envasado,23.2,23.1,True,3.31,535,0.085,Microbiología,Aprobado
EN-00581,L202502-00095,2025-02-21,2025-02,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,26.4,28.1,True,3.29,261,0.172,NIR (analizador infrarrojo),Aprobado
EN-00582,L202606-01317,2026-06-12,2026-06,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.7,24.7,True,2.86,827,0.047,NIR (analizador infrarrojo),Aprobado
EN-00583,L202605-01230,2026-05-13,2026-05,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.7,24.4,True,4.3,229,0.047,Microbiología,Aprobado
EN-00584,L202501-00043,2025-01-16,2025-01,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,23.4,23.6,True,3.1,955,0.088,NIR (analizador infrarrojo),Aprobado
EN-00585,L202501-00057,2025-01-07,2025-01,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,26.7,27.6,True,3.46,367,0.35,NIR (analizador infrarrojo),Aprobado
EN-00586,L202605-01234,2026-05-16,2026-05,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,22.4,22.8,True,2.0,1432,0.152,NIR (analizador infrarrojo),Aprobado
EN-00587,L202605-01219,2026-05-21,2026-05,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,23.9,24.4,True,3.03,237,0.021,Kjeldahl,Aprobado
EN-00588,L202510-00670,2025-10-20,2025-10,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,24.5,26.2,True,4.1,1080,0.033,NIR (analizador infrarrojo),Aprobado
EN-00589,L202501-00039,2025-01-20,2025-01,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,24.3,26.5,True,3.5,797,0.064,NIR (analizador infrarrojo),Cuarentena
EN-00590,L202505-00307,2025-05-07,2025-05,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,25.5,27.4,True,5.6,94,0.242,NIR (analizador infrarrojo),Aprobado
EN-00591,L202510-00703,2025-10-07,2025-10,RAD-ENX,Energy X,Polvos & Envasado,23.9,24.5,True,3.09,120,0.0,Absorción atómica,Aprobado
EN-00592,L202510-00659,2025-10-03,2025-10,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.4,22.6,True,2.94,343,0.096,Kjeldahl,Aprobado
EN-00593,L202506-00409,2025-06-20,2025-06,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,25.7,24.9,True,2.89,752,0.098,Kjeldahl,Aprobado
EN-00594,L202503-00167,2025-03-13,2025-03,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,23.9,25.7,True,3.68,1556,0.009,Microbiología,Aprobado
EN-00595,L202508-00535,2025-08-02,2025-08,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.2,23.1,True,3.11,455,0.072,Kjeldahl,Aprobado
EN-00596,L202603-01133,2026-03-18,2026-03,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),26.4,26.1,True,2.97,892,0.081,Kjeldahl,Aprobado
EN-00597,L202601-00922,2026-01-06,2026-01,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,26.3,25.4,True,3.67,540,0.026,Kjeldahl,Aprobado
EN-00598,L202607-01468,2026-07-08,2026-07,STK-GLU,Gluta Stack,Polvos & Envasado,25.2,26.2,True,4.5,1305,0.207,NIR (analizador infrarrojo),Aprobado
EN-00599,L202607-01396,2026-07-01,2026-07,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.3,25.9,True,2.0,5103,0.125,NIR (analizador infrarrojo),Cuarentena
EN-00600,L202607-01458,2026-07-03,2026-07,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),26.4,26.3,True,2.34,364,0.126,Microbiología,Aprobado
EN-00601,L202511-00738,2025-11-11,2025-11,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,26.1,26.7,True,4.64,921,0.004,NIR (analizador infrarrojo),Aprobado
EN-00602,L202510-00666,2025-10-10,2025-10,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.4,24.2,True,3.5,325,0.108,Kjeldahl,Aprobado
EN-00603,L202505-00317,2025-05-03,2025-05,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,26.0,25.2,True,3.64,727,0.015,Kjeldahl,Aprobado
EN-00604,L202608-01549,2026-08-23,2026-08,STK-GLU,Gluta Stack,Polvos & Envasado,24.0,23.2,True,3.08,509,0.083,Kjeldahl,Aprobado
EN-00605,L202606-01328,2026-06-05,2026-06,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,23.8,24.5,True,2.77,677,0.078,Kjeldahl,Cuarentena
EN-00606,L202508-00517,2025-08-11,2025-08,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,24.0,25.9,True,4.28,158,0.044,NIR (analizador infrarrojo),Aprobado
EN-00607,L202602-01034,2026-02-22,2026-02,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.8,25.6,True,4.1,233,0.189,NIR (analizador infrarrojo),Aprobado
EN-00608,L202508-00534,2025-08-02,2025-08,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,24.3,24.1,True,4.92,103,0.04,NIR (analizador infrarrojo),Aprobado
EN-00609,L202510-00695,2025-10-18,2025-10,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,24.7,25.9,True,4.82,460,0.015,NIR (analizador infrarrojo),Aprobado
EN-00610,L202509-00641,2025-09-16,2025-09,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,22.6,23.2,True,4.21,470,0.121,Kjeldahl,Aprobado
EN-00611,L202602-01027,2026-02-18,2026-02,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,22.0,22.6,True,3.42,477,0.095,NIR (analizador infrarrojo),Aprobado
EN-00612,L202508-00549,2025-08-07,2025-08,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.2,22.8,True,3.69,120,0.006,NIR (analizador infrarrojo),Aprobado
EN-00613,L202507-00454,2025-07-03,2025-07,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,22.4,22.4,True,3.35,643,0.193,NIR (analizador infrarrojo),Cuarentena
EN-00614,L202509-00607,2025-09-02,2025-09,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.9,25.8,True,3.69,641,0.039,Microbiología,Aprobado
EN-00615,L202606-01310,2026-06-04,2026-06,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,23.6,24.6,True,4.15,234,0.28,Kjeldahl,Aprobado
EN-00616,L202605-01261,2026-05-21,2026-05,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,26.6,28.6,True,3.38,616,0.104,NIR (analizador infrarrojo),Aprobado
EN-00617,L202509-00599,2025-09-11,2025-09,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,23.3,24.1,True,3.11,149,0.006,Absorción atómica,Aprobado
EN-00618,L202510-00692,2025-10-02,2025-10,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,25.2,23.3,False,3.23,116,0.062,NIR (analizador infrarrojo),Aprobado
EN-00619,L202508-00571,2025-08-15,2025-08,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),25.9,25.5,True,3.66,38,0.008,NIR (analizador infrarrojo),Aprobado
EN-00620,L202510-00685,2025-10-19,2025-10,MEG-SOY,Mega Soy,Polvos & Envasado,26.9,29.1,True,3.94,887,0.041,NIR (analizador infrarrojo),Aprobado
EN-00621,L202501-00062,2025-01-01,2025-01,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,23.8,24.4,True,3.05,72,0.093,Microbiología,Aprobado
EN-00622,L202606-01376,2026-06-08,2026-06,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,25.6,26.2,True,3.42,2850,0.027,Kjeldahl,Aprobado
EN-00623,L202508-00537,2025-08-27,2025-08,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,26.8,28.5,True,3.2,675,0.05,NIR (analizador infrarrojo),Aprobado
EN-00624,L202608-01532,2026-08-26,2026-08,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),22.1,23.4,True,3.71,158,0.056,Kjeldahl,Aprobado
EN-00625,L202602-01055,2026-02-27,2026-02,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),25.8,27.0,True,3.64,450,0.018,Kjeldahl,Aprobado
EN-00626,L202504-00245,2025-04-21,2025-04,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,23.4,23.0,True,3.81,288,0.027,NIR (analizador infrarrojo),Aprobado
EN-00627,L202501-00026,2025-01-26,2025-01,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,24.7,26.8,True,4.21,111,0.103,Microbiología,Aprobado
EN-00628,L202504-00223,2025-04-19,2025-04,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.6,24.8,True,4.68,191,0.31,NIR (analizador infrarrojo),Aprobado
EN-00629,L202601-00976,2026-01-10,2026-01,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,26.1,26.8,True,3.17,440,0.114,NIR (analizador infrarrojo),Aprobado
EN-00630,L202502-00106,2025-02-11,2025-02,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,26.6,27.7,True,3.4,565,0.09,Microbiología,Aprobado
EN-00631,L202601-00961,2026-01-22,2026-01,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),25.9,26.8,True,6.01,1871,0.043,Kjeldahl,Aprobado
EN-00632,L202508-00510,2025-08-02,2025-08,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,25.6,25.8,True,4.03,2679,0.02,NIR (analizador infrarrojo),Aprobado
EN-00633,L202502-00132,2025-02-22,2025-02,RAD-ENX,Energy X,Polvos & Envasado,23.4,24.3,True,3.52,611,0.08,NIR (analizador infrarrojo),Aprobado
EN-00634,L202602-01047,2026-02-25,2026-02,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,24.7,26.3,True,4.36,493,0.28,Absorción atómica,Aprobado
EN-00635,L202507-00445,2025-07-17,2025-07,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,26.6,26.6,True,4.52,529,0.046,NIR (analizador infrarrojo),Aprobado
EN-00636,L202510-00688,2025-10-15,2025-10,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,26.3,26.6,True,3.32,359,0.068,NIR (analizador infrarrojo),Aprobado
EN-00637,L202507-00509,2025-07-19,2025-07,STK-GLU,Gluta Stack,Polvos & Envasado,25.1,26.1,True,4.37,1915,0.083,NIR (analizador infrarrojo),Aprobado
EN-00638,L202608-01546,2026-08-02,2026-08,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,22.7,24.6,True,6.09,899,0.014,NIR (analizador infrarrojo),Aprobado
EN-00639,L202501-00076,2025-01-18,2025-01,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.4,25.5,True,3.09,482,0.061,NIR (analizador infrarrojo),Aprobado
EN-00640,L202501-00037,2025-01-17,2025-01,MEG-GAI-64,Gainz Vainilla 6.4 lb,Polvos & Envasado,22.2,22.7,True,4.42,466,0.063,Kjeldahl,Aprobado
EN-00641,L202606-01363,2026-06-16,2026-06,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),25.8,25.7,True,3.44,678,0.23,NIR (analizador infrarrojo),Aprobado
EN-00642,L202501-00058,2025-01-06,2025-01,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.3,22.8,True,4.14,296,0.151,Absorción atómica,Aprobado
EN-00643,L202503-00197,2025-03-16,2025-03,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,24.6,25.1,True,3.59,174,0.037,Microbiología,Aprobado
EN-00644,L202605-01280,2026-05-07,2026-05,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),26.0,27.6,True,3.18,269,0.034,NIR (analizador infrarrojo),Aprobado
EN-00645,L202511-00755,2025-11-10,2025-11,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,22.5,23.5,True,5.07,102,0.0,Microbiología,Aprobado
EN-00646,L202601-00894,2026-01-05,2026-01,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,26.9,28.2,True,3.89,460,0.055,Kjeldahl,Aprobado
EN-00647,L202510-00708,2025-10-06,2025-10,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,24.7,26.0,True,3.1,604,0.034,NIR (analizador infrarrojo),Aprobado
